Municipio,Potencia,Grupo,Fecha,Provincia
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Almonacid de la Sierra,100.0,Solar,2008-08-01,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Calatayud,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Épila,100.0,Solar,2008-08-04,Zaragoza
Cuevas Labradas,19.8,Solar,2008-09-03,Teruel
Luna,100.0,Solar,2008-08-05,Zaragoza
Luna,25.0,Solar,2008-08-05,Zaragoza
Luna,100.0,Solar,2008-08-05,Zaragoza
Luna,50.0,Solar,2008-08-05,Zaragoza
Luna,50.0,Solar,2008-08-05,Zaragoza
Luna,75.0,Solar,2008-08-05,Zaragoza
Zaragoza,96.0,Solar,2008-08-05,Zaragoza
Zaragoza,72.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-05,Zaragoza
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Azaila,100.0,Solar,2008-08-11,Teruel
Biota,100.0,Solar,2008-08-11,Zaragoza
Malón,100.0,Solar,2008-08-11,Zaragoza
Maella,100.0,Solar,2008-08-12,Zaragoza
Maella,100.0,Solar,2008-08-12,Zaragoza
Maella,100.0,Solar,2008-08-12,Zaragoza
Caspe,100.0,Solar,2008-08-12,Zaragoza
Caspe,100.0,Solar,2008-08-12,Zaragoza
Maella,99.0,Solar,2008-08-19,Zaragoza
Maella,99.0,Solar,2008-08-19,Zaragoza
Maella,33.0,Solar,2008-08-19,Zaragoza
Maella,33.0,Solar,2008-08-19,Zaragoza
Tauste,100.0,Solar,2008-08-22,Zaragoza
Tauste,100.0,Solar,2008-08-22,Zaragoza
Tauste,50.0,Solar,2008-08-22,Zaragoza
Tauste,100.0,Solar,2008-08-22,Zaragoza
Tauste,100.0,Solar,2008-08-22,Zaragoza
Tauste,50.0,Solar,2008-08-22,Zaragoza
Tauste,100.0,Solar,2008-08-22,Zaragoza
Tauste,50.0,Solar,2008-08-22,Zaragoza
Tauste,50.0,Solar,2008-08-22,Zaragoza
Torrecilla de Alcañiz,10.0,Solar,2008-08-22,Teruel
Torrecilla de Alcañiz,10.0,Solar,2008-08-22,Teruel
Sos del Rey Católico,80.0,Solar,2008-08-25,Zaragoza
Zaragoza,100.0,Solar,2008-08-25,Zaragoza
Benabarre,100.0,Solar,2008-08-25,Huesca
Benabarre,100.0,Solar,2008-08-25,Huesca
Benabarre,100.0,Solar,2008-08-25,Huesca
Benabarre,50.0,Solar,2008-08-25,Huesca
Benabarre,50.0,Solar,2008-08-25,Huesca
Benabarre,50.0,Solar,2008-08-25,Huesca
Benabarre,50.0,Solar,2008-08-25,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Tardienta,100.0,Solar,2008-08-27,Huesca
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Alcañiz,90.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Ginebrosa (La),100.0,Solar,2008-08-27,Teruel
Fuentes Calientes,20.0,Solar,2008-08-28,Teruel
Estadilla,99.9,Solar,2008-08-28,Huesca
Singra,5.0,Solar,2008-08-28,Teruel
Utebo,50.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-08-29,Zaragoza
Sádaba,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Gallur,100.0,Solar,2008-08-29,Zaragoza
Cretas,10.0,Solar,2008-09-01,Teruel
Cretas,5.0,Solar,2008-09-01,Teruel
Malón,75.0,Solar,2008-09-01,Zaragoza
Malón,75.0,Solar,2008-09-01,Zaragoza
Malón,75.0,Solar,2008-09-01,Zaragoza
Malón,50.0,Solar,2008-09-01,Zaragoza
Malón,50.0,Solar,2008-09-01,Zaragoza
Malón,25.0,Solar,2008-09-01,Zaragoza
Malón,25.0,Solar,2008-09-01,Zaragoza
Malón,25.0,Solar,2008-09-01,Zaragoza
Sádaba,40.0,Solar,2008-08-29,Zaragoza
Alerre,9.0,Solar,2008-09-01,Huesca
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Ejea de los Caballeros,100.0,Solar,2008-09-02,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-02,Zaragoza
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Vinaceite,99.0,Solar,2008-09-01,Teruel
Villarreal de Huerva,30.0,Solar,2008-09-02,Zaragoza
Almudévar,4.8,Solar,2008-09-02,Huesca
Almudévar,10.0,Solar,2008-09-03,Huesca
Zaragoza,60.0,Solar,2008-09-03,Zaragoza
Zaragoza,15.0,Solar,2010-01-26,Zaragoza
Calatayud,50.0,Solar,2008-09-03,Zaragoza
Calamocha,100.0,Solar,2008-09-04,Teruel
Calamocha,100.0,Solar,2008-09-04,Teruel
Fraga,100.0,Solar,2008-09-05,Huesca
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Zuera,100.0,Solar,2008-07-18,Zaragoza
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Alcalá de Gurrea,100.0,Solar,2008-09-23,Huesca
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Almunia de Doña Godina (La),100.0,Solar,2008-09-05,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Zaragoza,100.0,Solar,2008-09-22,Zaragoza
Zaragoza,100.0,Solar,2008-09-22,Zaragoza
Zaragoza,100.0,Solar,2008-09-22,Zaragoza
Zaragoza,100.0,Solar,2008-09-22,Zaragoza
Zaragoza,100.0,Solar,2008-09-03,Zaragoza
Alcorisa,10.0,Solar,2008-09-03,Teruel
Piedratajada,24.0,Solar,2008-09-04,Zaragoza
Alcañiz,9.9,Solar,2008-09-05,Teruel
Lalueza,100.0,Solar,2008-09-05,Huesca
Sesa,20.0,Solar,2008-09-08,Huesca
Alagón,15.0,Solar,2008-09-08,Zaragoza
Barbastro,30.0,Solar,2008-09-08,Huesca
Leciñena,30.0,Solar,2008-09-09,Zaragoza
Calamocha,100.0,Solar,2008-09-09,Teruel
Calamocha,100.0,Solar,2008-09-09,Teruel
Maella,100.0,Solar,2008-09-09,Zaragoza
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,99.75,Solar,2008-09-09,Huesca
Fraga,59.85,Solar,2008-09-09,Huesca
Fraga,39.9,Solar,2008-09-09,Huesca
Lupiñén-Ortilla,2000.0,Solar,2008-09-10,Huesca
Valpalmas,100.0,Solar,2008-09-11,Zaragoza
Valpalmas,100.0,Solar,2008-09-11,Zaragoza
Valpalmas,100.0,Solar,2008-09-11,Zaragoza
Valpalmas,100.0,Solar,2008-09-11,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,100.0,Solar,2008-09-12,Zaragoza
Ejea de los Caballeros,85.0,Solar,2008-09-12,Zaragoza
Castelnou,1000.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Castelnou,100.0,Solar,2008-09-12,Teruel
Puebla de Alfindén (La),25.0,Solar,2008-09-12,Zaragoza
Vinaceite,100.0,Solar,2008-09-15,Teruel
Vinaceite,100.0,Solar,2008-09-15,Teruel
Calatayud,50.0,Solar,2008-09-15,Zaragoza
Aguarón,10.0,Solar,2008-09-16,Zaragoza
Calatayud,10.0,Solar,2008-09-12,Zaragoza
Teruel,10.0,Solar,2008-09-17,Teruel
Andorra,100.0,Solar,2008-09-18,Teruel
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
Alfamén,100.0,Solar,2008-09-18,Zaragoza
