_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
595,2016-11-14,Producto diario D+1,22.00000
596,2016-11-15,Producto intradiario WD,21.85000
597,2016-11-15,Producto diario D+1,22.24000
598,2016-11-16,Producto intradiario WD,22.48000
599,2016-11-16,Producto diario D+1,22.27000
600,2016-11-17,Producto intradiario WD,22.81000
601,2016-11-17,Producto diario D+1,22.85000
602,2016-11-18,Producto intradiario WD,23.07000
603,2016-11-18,Producto diario D+1,21.88000
604,2016-11-19,Producto diario D+1,20.49000
605,2016-11-20,Producto intradiario WD,19.47000
606,2016-11-20,Producto diario D+1,23.20000
607,2016-11-21,Producto intradiario WD,22.81000
608,2016-11-21,Producto diario D+1,22.82000
609,2016-11-22,Producto intradiario WD,22.89000
610,2016-11-22,Producto diario D+1,22.92000
611,2016-11-23,Producto intradiario WD,23.09000
612,2016-11-23,Producto diario D+1,22.99000
613,2016-11-24,Producto intradiario WD,22.86000
614,2016-11-24,Producto diario D+1,22.89000
615,2016-11-25,Producto intradiario WD,22.84000
616,2016-11-25,Producto diario D+1,20.97000
617,2016-11-26,Producto intradiario WD,20.00000
618,2016-11-26,Producto diario D+1,21.62000
619,2016-11-27,Producto diario D+1,23.68000
620,2016-11-28,Producto intradiario WD,23.22000
621,2016-11-28,Producto diario D+1,23.22000
622,2016-11-29,Producto intradiario WD,23.34000
623,2016-11-29,Producto diario D+1,23.27000
624,2016-11-29,Producto mensual M+1,21.87000
625,2016-11-30,Producto intradiario WD,22.79000
626,2016-11-30,Producto diario D+1,23.00000
627,2016-12-01,Producto intradiario WD,23.15000
628,2016-12-01,Producto diario D+1,23.16000
629,2016-12-02,Producto intradiario WD,23.21000
630,2016-12-02,Producto diario D+1,21.40000
631,2016-12-03,Producto intradiario WD,23.35000
632,2016-12-03,Producto diario D+1,23.11000
633,2016-12-04,Producto intradiario WD,23.07000
634,2016-12-04,Producto diario D+1,23.20000
635,2016-12-05,Producto intradiario WD,23.36000
636,2016-12-05,Producto diario D+1,23.32000
637,2016-12-06,Producto intradiario WD,23.49000
638,2016-12-06,Producto diario D+1,23.21000
639,2016-12-07,Producto intradiario WD,23.27000
640,2016-12-07,Producto diario D+1,22.74000
641,2016-12-08,Producto intradiario WD,21.97000
642,2016-12-08,Producto diario D+1,22.80000
643,2016-12-09,Producto intradiario WD,22.23000
644,2016-12-09,Producto diario D+1,22.06000
645,2016-12-10,Producto intradiario WD,22.04000
646,2016-12-10,Producto diario D+1,22.00000
647,2016-12-11,Producto intradiario WD,22.38000
648,2016-12-11,Producto diario D+1,23.15000
649,2016-12-12,Producto intradiario WD,23.84000
650,2016-12-12,Producto diario D+1,23.76000
651,2016-12-13,Producto intradiario WD,25.93000
652,2016-12-13,Producto diario D+1,26.03000
653,2016-12-13,Producto mensual M+1,22.00000
654,2016-12-14,Producto intradiario WD,25.85000
655,2016-12-14,Producto diario D+1,26.23000
656,2016-12-14,Producto mensual M+1,23.00000
657,2016-12-15,Producto intradiario WD,26.15000
658,2016-12-15,Producto diario D+1,26.22000
659,2016-12-15,Producto mensual M+1,23.00000
660,2016-12-16,Producto intradiario WD,25.85000
661,2016-12-16,Producto diario D+1,24.41000
662,2016-12-17,Producto intradiario WD,24.50000
663,2016-12-17,Producto diario D+1,25.80000
664,2016-12-18,Producto intradiario WD,24.09000
665,2016-12-18,Producto diario D+1,25.49000
666,2016-12-19,Producto intradiario WD,25.48000
667,2016-12-19,Producto diario D+1,25.29000
668,2016-12-20,Producto intradiario WD,25.67000
669,2016-12-20,Producto diario D+1,25.70000
670,2016-12-20,Producto mensual M+1,24.00000
671,2016-12-21,Producto intradiario WD,26.99000
672,2016-12-21,Producto diario D+1,26.94000
673,2016-12-21,Producto mensual M+1,25.00000
674,2016-12-22,Producto intradiario WD,26.48000
675,2016-12-22,Producto diario D+1,26.51000
676,2016-12-23,Producto intradiario WD,26.33000
677,2016-12-23,Producto diario D+1,25.46000
678,2016-12-24,Producto diario D+1,25.60000
679,2016-12-25,Producto intradiario WD,24.61000
680,2016-12-25,Producto diario D+1,25.40000
681,2016-12-26,Producto intradiario WD,17.79000
682,2016-12-26,Producto diario D+1,18.12000
683,2016-12-27,Producto intradiario WD,22.84000
684,2016-12-27,Producto diario D+1,22.27000
685,2016-12-28,Producto intradiario WD,23.49000
686,2016-12-28,Producto diario D+1,24.25000
687,2016-12-29,Producto intradiario WD,24.68000
688,2016-12-29,Producto diario D+1,24.67000
689,2016-12-29,Producto mensual M+1,25.02000
690,2016-12-30,Producto intradiario WD,25.08000
691,2016-12-30,Producto diario D+1,24.66000
692,2016-12-31,Producto intradiario WD,24.65000
693,2016-12-31,Producto diario D+1,24.50000
694,2017-01-01,Producto intradiario WD,29.33000
695,2017-01-01,Producto diario D+1,27.85000
696,2017-01-02,Producto intradiario WD,28.02000
697,2017-01-02,Producto diario D+1,28.50000
698,2017-01-03,Producto intradiario WD,29.16000
699,2017-01-03,Producto diario D+1,29.11000
700,2017-01-04,Producto intradiario WD,28.99000
701,2017-01-04,Producto diario D+1,29.07000
702,2017-01-05,Producto intradiario WD,29.83000
703,2017-01-05,Producto diario D+1,29.92000
704,2017-01-06,Producto intradiario WD,30.69000
705,2017-01-06,Producto diario D+1,32.69000
706,2017-01-07,Producto intradiario WD,32.77000
707,2017-01-07,Producto diario D+1,35.00000
708,2017-01-08,Producto intradiario WD,38.51000
709,2017-01-08,Producto diario D+1,38.60000
710,2017-01-09,Producto intradiario WD,40.21000
711,2017-01-09,Producto diario D+1,39.98000
712,2017-01-10,Producto intradiario WD,40.69000
713,2017-01-10,Producto diario D+1,40.74000
714,2017-01-11,Producto intradiario WD,41.17000
715,2017-01-11,Producto diario D+1,41.87000
716,2017-01-12,Producto intradiario WD,41.27000
717,2017-01-12,Producto diario D+1,41.84000
718,2017-01-13,Producto intradiario WD,40.25000
719,2017-01-13,Producto diario D+1,39.58000
720,2017-01-14,Producto intradiario WD,36.62000
721,2017-01-14,Producto diario D+1,36.00000
722,2017-01-15,Producto intradiario WD,37.97000
723,2017-01-15,Producto diario D+1,39.26000
724,2017-01-16,Producto intradiario WD,39.44000
725,2017-01-16,Producto diario D+1,40.27000
726,2017-01-17,Producto intradiario WD,37.13000
727,2017-01-17,Producto diario D+1,37.44000
728,2017-01-18,Producto intradiario WD,35.90000
729,2017-01-18,Producto diario D+1,36.45000
730,2017-01-19,Producto intradiario WD,36.41000
731,2017-01-19,Producto diario D+1,36.86000
732,2017-01-20,Producto intradiario WD,37.71000
733,2017-01-20,Producto diario D+1,36.90000
734,2017-01-20,Producto mensual M+1,29.00000
735,2017-01-21,Producto intradiario WD,38.02000
736,2017-01-21,Producto diario D+1,39.83000
737,2017-01-22,Producto intradiario WD,35.48000
738,2017-01-22,Producto diario D+1,43.00000
739,2017-01-23,Producto intradiario WD,40.27000
740,2017-01-23,Producto diario D+1,41.22000
741,2017-01-24,Producto intradiario WD,41.03000
742,2017-01-24,Producto diario D+1,41.31000
743,2017-01-25,Producto intradiario WD,41.79000
744,2017-01-25,Producto diario D+1,41.86000
745,2017-01-26,Producto intradiario WD,41.47000
746,2017-01-26,Producto diario D+1,41.61000
747,2017-01-27,Producto intradiario WD,39.79000
748,2017-01-27,Producto diario D+1,37.88000
749,2017-01-27,Producto mensual M+1,29.18000
750,2017-01-28,Producto intradiario WD,35.67000
751,2017-01-28,Producto diario D+1,35.94000
752,2017-01-29,Producto intradiario WD,34.52000
753,2017-01-29,Producto diario D+1,37.82000
754,2017-01-30,Producto intradiario WD,35.12000
755,2017-01-30,Producto diario D+1,36.72000
756,2017-01-30,Producto mensual M+1,29.15000
757,2017-01-31,Producto intradiario WD,34.66000
758,2017-01-31,Producto diario D+1,32.12000
759,2017-02-01,Producto intradiario WD,27.45000
760,2017-02-01,Producto diario D+1,29.16000
761,2017-02-02,Producto intradiario WD,25.23000
762,2017-02-02,Producto diario D+1,25.29000
763,2017-02-03,Producto intradiario WD,25.40000
764,2017-02-03,Producto diario D+1,25.70000
765,2017-02-04,Producto diario D+1,25.50000
766,2017-02-05,Producto intradiario WD,25.67000
767,2017-02-05,Producto diario D+1,28.79000
768,2017-02-06,Producto intradiario WD,27.42000
769,2017-02-06,Producto diario D+1,27.53000
770,2017-02-07,Producto intradiario WD,25.10000
771,2017-02-07,Producto diario D+1,25.43000
772,2017-02-08,Producto intradiario WD,25.15000
773,2017-02-08,Producto diario D+1,25.16000
774,2017-02-08,Producto mensual M+1,24.83000
775,2017-02-09,Producto intradiario WD,24.71000
776,2017-02-09,Producto diario D+1,24.50000
777,2017-02-09,Producto mensual M+1,24.00000
778,2017-02-10,Producto intradiario WD,22.19000
779,2017-02-10,Producto diario D+1,22.31000
780,2017-02-10,Producto mensual M+1,21.95000
781,2017-02-11,Producto intradiario WD,21.75000
782,2017-02-11,Producto diario D+1,22.38000
783,2017-02-12,Producto intradiario WD,21.91000
784,2017-02-12,Producto diario D+1,22.55000
785,2017-02-13,Producto intradiario WD,20.76000
786,2017-02-13,Producto diario D+1,21.35000
787,2017-02-13,Producto mensual M+1,21.11000
788,2017-02-14,Producto intradiario WD,19.83000
789,2017-02-14,Producto diario D+1,20.19000
790,2017-02-14,Producto mensual M+1,19.74000
791,2017-02-15,Producto intradiario WD,19.69000
792,2017-02-15,Producto diario D+1,20.10000
793,2017-02-16,Producto intradiario WD,19.70000
794,2017-02-16,Producto diario D+1,19.72000
795,2017-02-17,Producto intradiario WD,18.85000
796,2017-02-17,Producto diario D+1,19.29000
797,2017-02-18,Producto intradiario WD,19.22000
798,2017-02-18,Producto diario D+1,19.23000
799,2017-02-19,Producto intradiario WD,19.21000
800,2017-02-19,Producto diario D+1,19.70000
801,2017-02-20,Producto intradiario WD,19.09000
802,2017-02-20,Producto diario D+1,19.01000
803,2017-02-21,Producto intradiario WD,18.55000
804,2017-02-21,Producto diario D+1,18.55000
805,2017-02-21,Producto mensual M+1,18.93000
806,2017-02-22,Producto intradiario WD,18.20000
807,2017-02-22,Producto diario D+1,18.22000
808,2017-02-22,Producto mensual M+1,18.30000
809,2017-02-23,Producto intradiario WD,18.40000
810,2017-02-23,Producto diario D+1,18.40000
811,2017-02-24,Producto intradiario WD,18.36000
812,2017-02-24,Producto diario D+1,18.19000
813,2017-02-24,Producto mensual M+1,18.45000
814,2017-02-25,Producto intradiario WD,18.36000
815,2017-02-25,Producto diario D+1,18.31000
816,2017-02-26,Producto intradiario WD,18.36000
817,2017-02-26,Producto diario D+1,18.40000
818,2017-02-27,Producto intradiario WD,18.24000
819,2017-02-27,Producto diario D+1,18.13000
820,2017-02-28,Producto intradiario WD,17.89000
821,2017-02-28,Producto diario D+1,17.90000
822,2017-02-28,Producto mensual M+1,17.80000
823,2017-03-01,Producto intradiario WD,17.80000
824,2017-03-01,Producto diario D+1,17.59000
825,2017-03-02,Producto intradiario WD,17.58000
826,2017-03-02,Producto diario D+1,17.58000
827,2017-03-03,Producto intradiario WD,17.08000
828,2017-03-03,Producto diario D+1,16.86000
829,2017-03-04,Producto intradiario WD,16.81000
830,2017-03-04,Producto diario D+1,17.30000
831,2017-03-05,Producto intradiario WD,16.93000
832,2017-03-05,Producto diario D+1,17.40000
833,2017-03-06,Producto intradiario WD,16.98000
834,2017-03-06,Producto diario D+1,16.87000
835,2017-03-07,Producto intradiario WD,17.05000
836,2017-03-07,Producto diario D+1,16.99000
837,2017-03-08,Producto intradiario WD,16.79000
838,2017-03-08,Producto diario D+1,16.72000
839,2017-03-09,Producto intradiario WD,16.46000
840,2017-03-09,Producto diario D+1,16.36000
841,2017-03-10,Producto intradiario WD,15.93000
842,2017-03-10,Producto diario D+1,15.98000
843,2017-03-10,Producto mensual M+1,16.90000
844,2017-03-11,Producto intradiario WD,15.86000
845,2017-03-11,Producto diario D+1,15.87000
846,2017-03-12,Producto intradiario WD,15.82000
847,2017-03-12,Producto diario D+1,15.77000
848,2017-03-13,Producto intradiario WD,15.92000
849,2017-03-13,Producto diario D+1,15.96000
850,2017-03-14,Producto intradiario WD,16.53000
851,2017-03-14,Producto diario D+1,16.14000
852,2017-03-15,Producto intradiario WD,16.65000
853,2017-03-15,Producto diario D+1,16.52000
854,2017-03-16,Producto intradiario WD,16.41000
855,2017-03-16,Producto diario D+1,16.44000
856,2017-03-17,Producto intradiario WD,16.27000
857,2017-03-17,Producto diario D+1,16.07000
858,2017-03-18,Producto intradiario WD,16.67000
859,2017-03-18,Producto diario D+1,16.68000
860,2017-03-19,Producto intradiario WD,16.67000
861,2017-03-19,Producto diario D+1,18.50000
862,2017-03-20,Producto intradiario WD,16.77000
863,2017-03-20,Producto diario D+1,16.54000
864,2017-03-21,Producto intradiario WD,16.79000
865,2017-03-21,Producto diario D+1,16.80000
866,2017-03-21,Producto mensual M+1,17.20000
867,2017-03-22,Producto intradiario WD,16.43000
868,2017-03-22,Producto diario D+1,16.42000
869,2017-03-23,Producto intradiario WD,16.99000
870,2017-03-23,Producto diario D+1,16.68000
871,2017-03-24,Producto intradiario WD,17.31000
872,2017-03-24,Producto diario D+1,16.42000
873,2017-03-25,Producto intradiario WD,17.23000
874,2017-03-25,Producto diario D+1,17.29000
875,2017-03-26,Producto intradiario WD,18.92000
876,2017-03-26,Producto diario D+1,19.00000
877,2017-03-27,Producto intradiario WD,17.57000
878,2017-03-27,Producto diario D+1,17.00000
879,2017-03-28,Producto intradiario WD,16.80000
880,2017-03-28,Producto diario D+1,16.84000
881,2017-03-29,Producto intradiario WD,16.60000
882,2017-03-29,Producto diario D+1,16.77000
883,2017-03-30,Producto intradiario WD,16.41000
884,2017-03-30,Producto diario D+1,16.40000
885,2017-03-31,Producto intradiario WD,16.60000
886,2017-03-31,Producto diario D+1,17.12000
887,2017-03-31,Producto mensual M+1,17.40000
888,2017-04-01,Producto intradiario WD,17.61000
889,2017-04-01,Producto diario D+1,18.25000
890,2017-04-02,Producto intradiario WD,18.26000
891,2017-04-02,Producto diario D+1,18.11000
892,2017-04-03,Producto intradiario WD,18.45000
893,2017-04-03,Producto diario D+1,17.75000
894,2017-04-03,Producto mensual M+1,18.10000
895,2017-04-04,Producto intradiario WD,18.41000
896,2017-04-04,Producto diario D+1,18.34000
897,2017-04-05,Producto intradiario WD,18.20000
898,2017-04-05,Producto diario D+1,18.18000
899,2017-04-06,Producto intradiario WD,18.29000
900,2017-04-06,Producto diario D+1,18.08000
901,2017-04-06,Producto mensual M+1,17.62000
902,2017-04-07,Producto intradiario WD,18.13000
903,2017-04-07,Producto diario D+1,18.14000
904,2017-04-08,Producto intradiario WD,18.20000
905,2017-04-08,Producto diario D+1,18.21000
906,2017-04-09,Producto intradiario WD,18.02000
907,2017-04-09,Producto diario D+1,18.30000
908,2017-04-10,Producto intradiario WD,18.23000
909,2017-04-10,Producto diario D+1,18.16000
910,2017-04-10,Producto mensual M+1,17.90000
911,2017-04-11,Producto intradiario WD,17.71000
912,2017-04-11,Producto diario D+1,17.76000
913,2017-04-12,Producto intradiario WD,18.12000
914,2017-04-12,Producto diario D+1,17.93000
915,2017-04-13,Producto intradiario WD,17.10000
916,2017-04-13,Producto diario D+1,17.20000
917,2017-04-13,Producto mensual M+1,18.10000
918,2017-04-14,Producto intradiario WD,16.68000
919,2017-04-14,Producto diario D+1,17.90000
920,2017-04-15,Producto intradiario WD,15.88000
921,2017-04-15,Producto diario D+1,18.00000
922,2017-04-16,Producto intradiario WD,16.58000
923,2017-04-17,Producto intradiario WD,18.10000
924,2017-04-17,Producto diario D+1,18.14000
925,2017-04-18,Producto intradiario WD,18.01000
926,2017-04-18,Producto diario D+1,18.03000
927,2017-04-18,Producto mensual M+1,17.70000
928,2017-04-19,Producto intradiario WD,18.01000
929,2017-04-19,Producto diario D+1,17.85000
930,2017-04-20,Producto intradiario WD,17.94000
931,2017-04-20,Producto diario D+1,17.80000
932,2017-04-20,Producto mensual M+1,17.80000
933,2017-04-21,Producto intradiario WD,18.06000
934,2017-04-21,Producto diario D+1,17.90000
935,2017-04-21,Producto mensual M+1,17.95000
936,2017-04-22,Producto intradiario WD,18.00000
937,2017-04-22,Producto diario D+1,18.00000
938,2017-04-23,Producto intradiario WD,18.03000
939,2017-04-23,Producto diario D+1,18.20000
940,2017-04-24,Producto intradiario WD,18.03000
941,2017-04-24,Producto diario D+1,17.80000
942,2017-04-25,Producto intradiario WD,17.93000
943,2017-04-25,Producto diario D+1,17.51000
944,2017-04-25,Producto mensual M+1,17.76000
945,2017-04-26,Producto intradiario WD,18.01000
946,2017-04-26,Producto diario D+1,17.81000
947,2017-04-27,Producto intradiario WD,18.24000
948,2017-04-27,Producto diario D+1,18.14000
949,2017-04-27,Producto mensual M+1,17.90000
950,2017-04-28,Producto intradiario WD,18.48000
951,2017-04-28,Producto diario D+1,18.06000
952,2017-04-28,Producto mensual M+1,18.00000
953,2017-04-29,Producto intradiario WD,18.49000
954,2017-04-29,Producto diario D+1,18.50000
955,2017-04-30,Producto intradiario WD,18.50000
956,2017-04-30,Producto diario D+1,18.50000
957,2017-05-01,Producto intradiario WD,18.26000
958,2017-05-01,Producto diario D+1,18.50000
959,2017-05-02,Producto intradiario WD,18.18000
960,2017-05-02,Producto diario D+1,18.08000
961,2017-05-03,Producto intradiario WD,18.64000
962,2017-05-03,Producto diario D+1,18.31000
963,2017-05-03,Producto mensual M+1,18.40000
964,2017-05-04,Producto intradiario WD,18.62000
965,2017-05-04,Producto diario D+1,18.47000
966,2017-05-04,Producto mensual M+1,18.28000
967,2017-05-05,Producto intradiario WD,18.57000
968,2017-05-05,Producto diario D+1,18.12000
969,2017-05-05,Producto mensual M+1,17.89000
970,2017-05-06,Producto intradiario WD,18.70000
971,2017-05-06,Producto diario D+1,18.75000
972,2017-05-07,Producto intradiario WD,17.98000
973,2017-05-07,Producto diario D+1,18.75000
974,2017-05-08,Producto intradiario WD,18.16000
975,2017-05-08,Producto diario D+1,18.50000
976,2017-05-08,Producto mensual M+1,17.70000
977,2017-05-09,Producto intradiario WD,18.42000
978,2017-05-09,Producto diario D+1,18.15000
979,2017-05-09,Producto mensual M+1,17.70000
980,2017-05-10,Producto intradiario WD,18.16000
981,2017-05-10,Producto diario D+1,18.11000
982,2017-05-10,Producto mensual M+1,17.75000
983,2017-05-11,Producto intradiario WD,18.07000
